sample_id,seas,site,block,plot,year,month,date,species,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
J5D_MI,SP,J,J5,J5D,2018,5,16-May-18,Stlep,,,1,,,,,,,,,,,,,,,,,
J5D_UP,SP,J,J5,J5D,2017,6,7-Jun-17,Acann,,,,,,,,1,1,,,,,,,,1,,,4
J5D_UP,SP,J,J5,J5D,2017,6,7-Jun-17,Calas,,1,,,,,,,,,,,,,,,,,,
J5D_UP,SP,J,J5,J5D,2017,6,7-Jun-17,Crmur,4,,4,,,,2,,,,,,1,,1,,,1,4,
J5D_UP,SP,J,J5,J5D,2017,6,7-Jun-17,Empen,,,,2,1,,,,3,,1,2,,2,,,,,,
J5D_UP,SP,J,J5,J5D,2017,6,7-Jun-17,Gacal,,,,,,,,,,1,,,,,,,,,,
J5D_UP,SP,J,J5,J5D,2017,6,7-Jun-17,Lofil,,,,,,5,4,,,,,,,,,,,,2,
J5D_UP,SP,J,J5,J5D,2017,6,7-Jun-17,Logal,,,,,,,,1,,,,,,,,,,4,,
J5D_UP,SP,J,J5,J5D,2018,5,16-May-18,Acgla,,,,,,,,,,,,,,,,,,3,,1
J5D_UP,SP,J,J5,J5D,2018,5,16-May-18,Acpar,,,,,,,,,,,,,,1,,,,,,
J5D_UP,SP,J,J5,J5D,2018,5,16-May-18,Adfas,1,,,,,,,,,1,,,1,,,1,3,3,5,2
J5D_UP,SP,J,J5,J5D,2018,5,16-May-18,Femyu,,,,,,,,,,1,1,1,1,2,1,6,3,1,,2
J5D_UP,SP,J,J5,J5D,2018,5,16-May-18,Gaphl,,,2,,,,,,,,,,1,,,,,,,
J5D_UP,SP,J,J5,J5D,2018,5,16-May-18,Logal,,,,,,,,,1,1,,,,,,,,,,
J5E_LW,SP,J,J5,J5E,2017,6,7-Jun-17,Acann,,,2,,,2,,,,,,,,1,,,,,,
J5E_LW,SP,J,J5,J5E,2017,6,7-Jun-17,Cecun,,,,,,,,,,,,,1,,,,,,,
J5E_LW,SP,J,J5,J5E,2017,6,7-Jun-17,Ercal,,,,,1,,,,,,,,,,,1,,3,,
J5E_LW,SP,J,J5,J5E,2017,6,7-Jun-17,Laser,,,,,,,2,,,,,,,,,,,,,
J5E_LW,SP,J,J5,J5E,2017,6,7-Jun-17,Logal,,,,,,,,,,,,1,,,1,,3,1,,5
J5E_LW,SP,J,J5,J5E,2017,6,7-Jun-17,Stlep,,,,,,,,5,2,,1,1,,,,,,,,
J5E_LW,SP,J,J5,J5E,2018,5,16-May-18,Acbra,,,,,,,,,,,,,,1,,,,,1,
J5E_LW,SP,J,J5,J5E,2018,5,16-May-18,Acpar,,,2,,,,1,,,,,,2,,3,,4,1,,1
J5E_LW,SP,J,J5,J5E,2018,5,16-May-18,Gapar,,,,,,,,,,,2,,,,,,,,,
J5E_LW,SP,J,J5,J5E,2018,5,16-May-18,Hygla,,,,,,,,,,,,,,2,2,,2,,,1
J5E_LW,SP,J,J5,J5E,2018,5,16-May-18,Lofil,,,,,,,,,,,,1,,,,,,,2,
J5E_LW,SP,J,J5,J5E,2018,5,16-May-18,Logal,,,,,,,,,1,1,3,3,1,2,2,2,4,,,
J5E_LW,SP,J,J5,J5E,2018,5,16-May-18,Magra,,1,,,,,,,,,,,,,,,,,,
J5E_LW,SP,J,J5,J5E,2018,5,16-May-18,Soasp,,,,,,,,,,,,,2,,,,,,,
J5E_LW,SP,J,J5,J5E,2018,5,16-May-18,Trhir,,,,,,,,2,3,,,,,,,,,,,
J5E_MI,SP,J,J5,J5E,2017,6,7-Jun-17,Acann,,,,,,,,,1,,,,,,,1,,1,,
J5E_MI,SP,J,J5,J5E,2017,6,7-Jun-17,Acgla,,,,,,1,,,1,,,,,,,,,,,
J5E_MI,SP,J,J5,J5E,2017,6,7-Jun-17,Adfas,,,,,,,,,1,,3,4,,,3,,,,,
J5E_MI,SP,J,J5,J5E,2017,6,7-Jun-17,Cahir,,,,2,,,,,,,,,,,,,,,,
J5E_MI,SP,J,J5,J5E,2017,6,7-Jun-17,Cuocc,,,,1,2,,,,,,,,1,,1,,,,,
J5E_MI,SP,J,J5,J5E,2017,6,7-Jun-17,Gaapa,,1,2,3,3,2,1,2,,,,,1,,1,,,,,
J5E_MI,SP,J,J5,J5E,2017,6,7-Jun-17,Gaphl,,,,,,1,,,,,1,,1,3,,,,,,1
J5E_MI,SP,J,J5,J5E,2017,6,7-Jun-17,Logal,,,,,,1,,,,1,,,,,,,1,,2,
J5E_MI,SP,J,J5,J5E,2018,5,16-May-18,Acbra,,,,,,,1,2,,1,,,,,2,,,,,
J5E_MI,SP,J,J5,J5E,2018,5,16-May-18,Acgla,,,,,,,,,,2,1,,,,,,,,,
J5E_MI,SP,J,J5,J5E,2018,5,16-May-18,Acpar,,,,,,,,,,,,,2,,,,,,,
J5E_MI,SP,J,J5,J5E,2018,5,16-May-18,Adfas,,,1,,,,,,,,,,,,,,,,,1
J5E_MI,SP,J,J5,J5E,2018,5,16-May-18,Hygla,,,,,,,,,,1,,,,,,,,,,
J5E_MI,SP,J,J5,J5E,2018,5,16-May-18,Laser,,,,,1,,,,,,,,,,,,,,,
J5E_MI,SP,J,J5,J5E,2018,5,16-May-18,Lofil,,,,,,,,,,,,,,,,2,1,1,,
J5E_MI,SP,J,J5,J5E,2018,5,16-May-18,Logal,,,,,,,1,,1,,1,,,,,1,1,,,
J5E_MI,SP,J,J5,J5E,2018,5,16-May-18,Trhir,,,,,,,,,,1,,,,,,,,,,
J5E_UP,SP,J,J5,J5E,2017,6,7-Jun-17,Acann,,2,1,,,,,,,,,,,,,,,,,
J5E_UP,SP,J,J5,J5E,2017,6,7-Jun-17,Logal,,,,3,1,,,,,,,1,,1,2,,,,,
J5E_UP,SP,J,J5,J5E,2017,6,7-Jun-17,Namel,,,,,,,,,,,,,,1,1,,,1,1,
J5E_UP,SP,J,J5,J5E,2018,5,16-May-18,Acbra,1,,,,,,,,,,,,,1,,,1,2,1,1
J5E_UP,SP,J,J5,J5E,2018,5,16-May-18,Acpar,,,,1,,1,1,,1,,,2,,1,,,,1,,
J5E_UP,SP,J,J5,J5E,2018,5,16-May-18,Aicar,,,,,,,,,,,,,1,,,1,1,,,
J5E_UP,SP,J,J5,J5E,2018,5,16-May-18,Gapar,,,,,,1,,,,,,,,,,,,,,
J5E_UP,SP,J,J5,J5E,2018,5,16-May-18,Gaphl,,,,,,,,,,,,,,,,1,,,,
J5E_UP,SP,J,J5,J5E,2018,5,16-May-18,Hygla,2,2,2,3,1,,,,1,1,1,1,,1,,1,2,4,1,2
J5E_UP,SP,J,J5,J5E,2018,5,16-May-18,Lofil,,,,2,1,,1,,,,,2,,,2,,,,,
J5E_UP,SP,J,J5,J5E,2018,5,16-May-18,Logal,,,,,,,,,,,,,1,2,2,1,,,,3
J5E_UP,SP,J,J5,J5E,2018,5,16-May-18,Trhir,,,,,,,,2,,,,,1,,,,,,,
J5F_LW,SP,J,J5,J5F,2017,6,7-Jun-17,Acgla,,,,,,,,,,1,,,,,,,,,,
J5F_LW,SP,J,J5,J5F,2017,6,7-Jun-17,Adfas,,,,,,,,,,,,,,,,,1,,,
J5F_LW,SP,J,J5,J5F,2017,6,7-Jun-17,Cemel,,,,,,1,2,4,,,1,1,1,2,3,,,,1,2
J5F_LW,SP,J,J5,J5F,2017,6,7-Jun-17,Gacal,,,,,,,,,,,1,1,,,,,,1,,
J5F_LW,SP,J,J5,J5F,2017,6,7-Jun-17,Logal,,,,,,,,,,2,,,,1,,,,,,
J5F_LW,SP,J,J5,J5F,2017,6,7-Jun-17,Namel,,,,,,,,,1,,,,,,,,,,,
J5F_LW,SP,J,J5,J5F,2017,6,7-Jun-17,Acann,,2,2,,,,,,,,1,1,1,,,,,,1,
J5F_MI,SP,J,J5,J5F,2017,6,7-Jun-17,Acann,,,,,,1,1,,,,,1,,,,1,,,,
J5F_MI,SP,J,J5,J5F,2017,6,7-Jun-17,Adfas,,,,1,,,1,3,4,4,1,,,1,3,,2,2,1,
J5F_MI,SP,J,J5,J5F,2017,6,7-Jun-17,Cabre,,,,,,2,1,,1,,,,,,,,,,,
J5F_MI,SP,J,J5,J5F,2017,6,7-Jun-17,Hycon,,,,,,,,,,,,,,,,,,,1,1
J5F_MI,SP,J,J5,J5F,2017,6,7-Jun-17,Logal,,,,,1,,,,,,,,,,,,,,,2
J5F_MI,SP,J,J5,J5F,2017,6,7-Jun-17,Namel,,,1,,,,,,,,,,,,,,,,,
J5F_UP,SP,J,J5,J5F,2017,6,7-Jun-17,Acann,,,,1,,,,,,,,1,1,,,1,,1,,
J5F_UP,SP,J,J5,J5F,2017,6,7-Jun-17,Adfas,1,1,,,,,,,,,,,,2,,,,,,
J5F_UP,SP,J,J5,J5F,2017,6,7-Jun-17,Cecun,,,,,,,2,,,,,,,,,,,,,
J5F_UP,SP,J,J5,J5F,2017,6,7-Jun-17,Cemel,,2,1,,1,,,,,,,,,,1,,,,,
J5F_UP,SP,J,J5,J5F,2017,6,7-Jun-17,Namel,,,,,,,,,,1,,,,,,,,,,
J5F_UP,SP,J,J5,J5F,2017,6,7-Jun-17,Femyu,,,,,,,,,,,,,,,,,,,1,
J6A_LW,SP,J,J6,J6A,2017,6,7-Jun-17,Acann,,,,,,,,,,,,,,,,,,3,,
J6A_LW,SP,J,J6,J6A,2017,6,7-Jun-17,Crmur,,,,,,4,1,,,,1,,,,,,,,,
J6A_LW,SP,J,J6,J6A,2017,6,7-Jun-17,Ercal,,,,,,,,,,,,,1,3,1,,,,,
J6A_LW,SP,J,J6,J6A,2017,6,7-Jun-17,Toarv,,,,,,,,,,,,,5,2,,,,,1,
J6A_LW,SP,J,J6,J6A,2018,5,18-May-18,Acpar,1,,2,,1,1,,,2,1,,,2,1,,2,1,,,2
J6A_LW,SP,J,J6,J6A,2018,5,18-May-18,Adfas,1,8,,,,,,,,,,,,,,,1,,,
J6A_LW,SP,J,J6,J6A,2018,5,18-May-18,Brdia,,,1,,,,,,,1,,,,,,2,2,1,,3
J6A_LW,SP,J,J6,J6A,2018,5,18-May-18,Lofil,,,1,1,1,1,,3,1,,,1,,1,,1,,2,,
J6A_LW,SP,J,J6,J6A,2018,5,18-May-18,Logal,,,,,,1,,,,,,,,,,,,,1,
J6A_LW,SP,J,J6,J6A,2018,5,18-May-18,Gaphl,,,,,1,,,,1,,,,2,,1,,,,,
J6A_LW,SP,J,J6,J6A,2018,5,18-May-18,Brhor,,,,,,,,,,,,1,,,,,,,,
J6A_MI,SP,J,J6,J6A,2017,6,7-Jun-17,Brdia,1,3,1,3,3,,,,,2,1,,,2,,1,,1,,3
J6A_MI,SP,J,J6,J6A,2017,6,7-Jun-17,Cahir,,,,,,,,,,,1,,,,1,,,,,
J6A_MI,SP,J,J6,J6A,2017,6,7-Jun-17,Lofil,,,,,,,,,,,,4,6,,2,,,,,
J6A_MI,SP,J,J6,J6A,2017,6,7-Jun-17,Phaqu,,,,,,,,2,1,,,,,,,,,,,
J6A_MI,SP,J,J6,J6A,2018,5,18-May-18,Acpar,,,,,,,,,,,1,1,1,,,,,,,
J6A_MI,SP,J,J6,J6A,2018,5,18-May-18,Brdia,6,9,8,7,4,3,,3,2,2,2,3,,1,,2,1,4,3,3
J6A_MI,SP,J,J6,J6A,2018,5,18-May-18,Cecun,1,,,,,,,,,,,,,,,,,,,
J6A_MI,SP,J,J6,J6A,2018,5,18-May-18,Epmin,,,,,,,,,,,,,,,,,,,1,
J6A_MI,SP,J,J6,J6A,2018,5,18-May-18,Gaphl,1,,,1,,2,,,1,,4,,,2,,5,1,,2,2
J6A_MI,SP,J,J6,J6A,2018,5,18-May-18,Hygla,,,,,,,,,,,,,,,2,,,,,
J6A_MI,SP,J,J6,J6A,2018,5,18-May-18,Lofil,,,,,,,,,1,,2,3,2,,,,,,,
J6A_MI,SP,J,J6,J6A,2018,5,18-May-18,Logal,,,,,,,,,,,,2,,1,2,3,5,3,,
J6A_MI,SP,J,J6,J6A,2018,5,18-May-18,Phaqu,,,2,1,4,2,10,8,3,6,,,1,1,1,,,,1,1
J6A_UP,SP,J,J6,J6A,2017,6,7-Jun-17,Crmur,,,,,,2,,,,,8,,,,3,,2,3,6,2
J6A_UP,SP,J,J6,J6A,2018,5,18-May-18,Adfas,,,,,,,1,,,,,,,,,,,,,
J6A_UP,SP,J,J6,J6A,2018,5,18-May-18,Brdia,3,4,4,2,3,,,1,,4,,1,2,1,2,,,,,
J6A_UP,SP,J,J6,J6A,2018,5,18-May-18,Brhor,,,1,,,,,,,,,,,,,,,,,
J6A_UP,SP,J,J6,J6A,2018,5,18-May-18,Cecun,,,,,,,,,,,,2,,3,,,,,,
J6A_UP,SP,J,J6,J6A,2018,5,18-May-18,Cemel,,,,1,,,,,,,,,,,,,,,3,4
J6A_UP,SP,J,J6,J6A,2018,5,18-May-18,Gaphl,,,,,,,1,,1,,,,,,,,,,,
J6A_UP,SP,J,J6,J6A,2018,5,18-May-18,Lofil,1,,,,,,,1,,,,,,,,,,,,
J6A_UP,SP,J,J6,J6A,2018,5,18-May-18,Logal,,,,,,,,,,2,,,,,,,,2,,
J6B_LW,SP,J,J6,J6B,2017,6,7-Jun-17,Acann,,1,1,,,,1,,,,1,,,,,,,,,
J6B_LW,SP,J,J6,J6B,2017,6,7-Jun-17,Adfas,,,,,,,,,,,1,,,,1,,,,,
J6B_LW,SP,J,J6,J6B,2017,6,7-Jun-17,Crmur,,,,,,,,,,,,,,,,,1,,1,
J6B_LW,SP,J,J6,J6B,2017,6,7-Jun-17,Empen,3,,,,2,,,,4,,,,1,1,,4,3,,,2
J6B_LW,SP,J,J6,J6B,2017,6,7-Jun-17,Lofil,,,,,,,,1,,3,1,,5,4,,,2,3,,1
J6B_LW,SP,J,J6,J6B,2017,6,7-Jun-17,Logal,,,,,,,3,,,,,,,,1,,,,,
J6B_LW,SP,J,J6,J6B,2017,6,7-Jun-17,Toarv,,,,,,,,,,,,,,,1,,,,,
J6B_LW,SP,J,J6,J6B,2018,5,18-May-18,Acpar,,,,,,,,,,1,,,,,,,,,,
J6B_LW,SP,J,J6,J6B,2018,5,18-May-18,Brhor,,,,,,,,,,,,,,,,,,,,
J6B_LW,SP,J,J6,J6B,2018,5,18-May-18,Hygla,,,,,,2,,,,,,,,,,,,,,
J6B_LW,SP,J,J6,J6B,2018,5,18-May-18,Lofil,1,1,1,1,1,2,,1,,,,1,1,,,,,2,,1
J6B_LW,SP,J,J6,J6B,2018,5,18-May-18,Logal,,,,,3,1,,,1,2,3,1,,4,5,,2,1,,1
J6B_MI,SP,J,J6,J6B,2017,6,7-Jun-17,Acann,,,,,,,,,,,2,,,,1,,,1,,
J6B_MI,SP,J,J6,J6B,2017,6,7-Jun-17,Adfas,,4,1,,,,,,,,,,1,1,,,,,,
J6B_MI,SP,J,J6,J6B,2017,6,7-Jun-17,Empen,,,2,,2,3,,,3,1,,,1,,,2,4,,3,1
J6B_MI,SP,J,J6,J6B,2017,6,7-Jun-17,Lofil,,,,2,,,,,,,,,,,,1,,,,
J6B_MI,SP,J,J6,J6B,2017,6,7-Jun-17,Logal,,,,,,,1,,3,,,,,,,,,,,
J6B_MI,SP,J,J6,J6B,2017,6,7-Jun-17,Trhir,,,,,,,,,,,,1,,,,,,,,
J6B_MI,SP,J,J6,J6B,2018,5,18-May-18,Cabre,,,,,,,1,,,,,,,,1,,,,,
J6B_MI,SP,J,J6,J6B,2018,5,18-May-18,Hygla,,,,,,,1,,,,,,,,,,,,,
J6B_MI,SP,J,J6,J6B,2018,5,18-May-18,Lofil,,3,,2,1,,,,2,1,,,,,,3,,1,,
J6B_MI,SP,J,J6,J6B,2018,5,18-May-18,Logal,1,,1,,,,1,,,,,,,2,,,2,1,2,3
J6B_UP,SP,J,J6,J6B,2017,6,7-Jun-17,Acann,,,,,,,,,,2,,1,,2,1,,,,,
J6B_UP,SP,J,J6,J6B,2017,6,7-Jun-17,Adfas,,,,,,,,,,,,,1,,,,,1,,2
J6B_UP,SP,J,J6,J6B,2017,6,7-Jun-17,Calas,,,,,,1,,,,,,,,,,,,,,
J6B_UP,SP,J,J6,J6B,2017,6,7-Jun-17,Chpom,,,,,3,2,,,,,1,,,,,,,,,
J6B_UP,SP,J,J6,J6B,2017,6,7-Jun-17,Crmur,,1,,,,,,,,,,,,,,,,,,1
J6B_UP,SP,J,J6,J6B,2017,6,7-Jun-17,Empen,1,,,,,,,,,,,,,,1,,,,,
J6B_UP,SP,J,J6,J6B,2017,6,7-Jun-17,Lofil,,,,,,,,7,1,,7,5,,,,,1,,,
J6B_UP,SP,J,J6,J6B,2017,6,7-Jun-17,Logal,4,,3,1,,,,,,,,1,,,,,2,,,
J6B_UP,SP,J,J6,J6B,2018,5,18-May-18,Acpar,2,,4,2,,2,1,3,,1,2,,1,3,1,,,2,,
J6B_UP,SP,J,J6,J6B,2018,5,18-May-18,Adfas,,,,,,,,2,,,,,1,,,,5,1,1,5
J6B_UP,SP,J,J6,J6B,2018,5,18-May-18,Chpom,,,,,,,,,,,,,,,,,,,1,
J6B_UP,SP,J,J6,J6B,2018,5,18-May-18,Dapus,1,,,,1,,,,,,,,,,,,,,,
J6B_UP,SP,J,J6,J6B,2018,5,18-May-18,Femyu,,,,,,,,,,,,,,,2,,,,,
J6B_UP,SP,J,J6,J6B,2018,5,18-May-18,Hygla,,,,,,,,,,,,,,,1,,,,,
J6B_UP,SP,J,J6,J6B,2018,5,18-May-18,Lofil,,,,3,1,2,1,,2,1,,,3,2,1,,,,,
J6B_UP,SP,J,J6,J6B,2018,5,18-May-18,Logal,1,,,1,,,,,,,2,1,3,,,,,1,1,
J6C_LW,SP,J,J6,J6C,2017,6,7-Jun-17,Adfas,2,,,,,1,,,,,,,1,1,1,,,,,
J6C_LW,SP,J,J6,J6C,2018,5,18-May-18,Adfas,,,,1,3,,,,,,,,,,,,,,,
J6C_MI,SP,J,J6,J6C,2017,6,7-Jun-17,Adfas,,,,,,1,1,1,,,1,1,1,,,,,1,,
J6C_MI,SP,J,J6,J6C,2018,5,18-May-18,Adfas,,,,,2,,,,,1,,,,,,,,,,
J6C_UP,SP,J,J6,J6C,2017,6,7-Jun-17,Adfas,1,,,,,,,,,,,,,,,,,,,
J6C_UP,SP,J,J6,J6C,2018,5,18-May-18,none,,,,,,,,,,,,,,,,,,,,
J6D_LW,SP,J,J6,J6D,2017,6,7-Jun-17,Acann,,,,,,1,1,,,,,,,,,,,2,1,
J6D_LW,SP,J,J6,J6D,2017,6,7-Jun-17,Adfas,4,1,,,,,,,,,10,6,4,4,2,3,5,1,,6
J6D_LW,SP,J,J6,J6D,2017,6,7-Jun-17,Ercal,,,,,,,,,,2,,,,,,,,,,
J6D_LW,SP,J,J6,J6D,2017,6,7-Jun-17,Gacal,,,,,,,,,,,,,,,,,,,1,
J6D_LW,SP,J,J6,J6D,2017,6,7-Jun-17,Trhir,,1,1,1,,1,,,,2,,,,,2,,,1,2,1
J6D_LW,SP,J,J6,J6D,2018,5,18-May-18,Acpar,,1,,,1,,,,,1,1,,,,2,,,2,,1
J6D_LW,SP,J,J6,J6D,2018,5,18-May-18,Adfas,,1,2,,,,,,,,,,,,,1,2,2,,
J6D_LW,SP,J,J6,J6D,2018,5,18-May-18,Trhir,2,1,,,,,,,,,1,,,,,,3,2,,
J6D_MI,SP,J,J6,J6D,2017,6,7-Jun-17,Acann,,,,,,,,,1,1,,,,,,,,2,,
J6D_MI,SP,J,J6,J6D,2017,6,7-Jun-17,Adfas,,1,,,,,,,,,2,2,2,2,1,1,1,,2,
J6D_MI,SP,J,J6,J6D,2017,6,7-Jun-17,Trhir,1,1,3,1,1,1,3,2,1,,,,1,1,1,1,,,,2
J6D_MI,SP,J,J6,J6D,2018,5,18-May-18,Acpar,2,,1,,,,,,,,,,,,,,,1,,1
J6D_MI,SP,J,J6,J6D,2018,5,18-May-18,Adfas,,,1,,2,1,1,2,,2,2,1,1,1,2,2,,1,1,4
J6D_MI,SP,J,J6,J6D,2018,5,18-May-18,Hygla,1,,,,,,,,,,,,,,,,,,,
J6D_MI,SP,J,J6,J6D,2018,5,18-May-18,Lofil,,,,,,,,,,,,,,,,,1,,,
J6D_MI,SP,J,J6,J6D,2018,5,18-May-18,Trhir,1,,2,,1,2,2,,2,2,2,2,4,1,,1,2,1,2,
J6D_UP,SP,J,J6,J6D,2017,6,7-Jun-17,Acann,,,,,,1,,,,,,1,,2,1,,,,,
J6D_UP,SP,J,J6,J6D,2017,6,7-Jun-17,Ercal,,,,,,,,,,,,,,,,,,,,4
J6D_UP,SP,J,J6,J6D,2017,6,7-Jun-17,Logal,,,,,,,,,,,1,,,,,,,,,
J6D_UP,SP,J,J6,J6D,2017,6,7-Jun-17,Trhir,,,,,,,,,,,,,,,,2,2,,,
J6D_UP,SP,J,J6,J6D,2018,5,18-May-18,Acpar,,,,1,1,,,,,,,1,,,,,,,1,2
J6D_UP,SP,J,J6,J6D,2018,5,18-May-18,Adfas,,,,,,,,,,,,,,,,,,,,1
J6D_UP,SP,J,J6,J6D,2018,5,18-May-18,Ercal,,,,,,,,,,,2,,,,,,,,,
J6D_UP,SP,J,J6,J6D,2018,5,18-May-18,Hygla,,,,,,,,,,,,,,,,,,,1,
J6D_UP,SP,J,J6,J6D,2018,5,18-May-18,Lofil,,,1,,,,,,,,,,,,,,,,,
J6D_UP,SP,J,J6,J6D,2018,5,18-May-18,Trhir,,,,,,,,,,,,,1,,,,,,,
J6E_LW,SP,J,J6,J6E,2017,6,7-Jun-17,Adfas,,,,,,1,,,,,,1,,,,1,,,1,
J6E_LW,SP,J,J6,J6E,2017,6,7-Jun-17,Brdia,,,,,,,,,,,,,7,9,3,,,1,,
J6E_LW,SP,J,J6,J6E,2017,6,7-Jun-17,Empen,,,,1,,,,2,,,,,,,,1,3,,,10
J6E_LW,SP,J,J6,J6E,2018,5,18-May-18,Adfas,,,,,,,,,1,1,,,,,,1,4,3,,2
J6E_LW,SP,J,J6,J6E,2018,5,18-May-18,Calas,,,,,,,,1,,,,,,,,,,,,
J6E_LW,SP,J,J6,J6E,2018,5,18-May-18,Crmur,,,1,,,,,,,,,,,,,,,,,
J6E_LW,SP,J,J6,J6E,2018,5,18-May-18,Hygla,,,,,,,,1,,,,,,,,,,,,
J6E_LW,SP,J,J6,J6E,2018,5,18-May-18,Lofil,2,3,1,2,2,,3,3,,1,2,1,1,2,,1,,,1,
J6E_LW,SP,J,J6,J6E,2018,5,18-May-18,Logal,,,,1,,,2,,,,,,,,,,,,,
J6E_MI,SP,J,J6,J6E,2017,6,7-Jun-17,Empen,5,1,1,2,1,,,,2,3,,,1,,8,,,,,3
J6E_MI,SP,J,J6,J6E,2017,6,7-Jun-17,Gaapa,,,,,,,,,,,,,,1,,,,,,
J6E_MI,SP,J,J6,J6E,2017,6,7-Jun-17,Lofil,,,,,,,,,,,,,,,,,,,1,
J6E_MI,SP,J,J6,J6E,2018,5,18-May-18,Adfas,,1,,,,,,,,,,,,,,,,,,
J6E_MI,SP,J,J6,J6E,2018,5,18-May-18,Aicar,,,,,,,,,,,1,2,,,,1,1,2,,
J6E_MI,SP,J,J6,J6E,2018,5,18-May-18,Cemel,1,,,,,,,,,,,,,,,,,,,
J6E_MI,SP,J,J6,J6E,2018,5,18-May-18,Hygla,,,,1,,2,1,4,,,1,2,,,,1,,,2,
J6E_MI,SP,J,J6,J6E,2018,5,18-May-18,Lofil,1,,1,1,2,,,,,2,2,,,3,1,,,,,3
J6E_MI,SP,J,J6,J6E,2018,5,18-May-18,Logal,,,,,,,,,,,,,,,2,,1,,,
J6E_MI,SP,J,J6,J6E,2018,5,18-May-18,Tobar,,,,,,,,,,,,,,1,,,,,,
J6E_UP,SP,J,J6,J6E,2017,6,7-Jun-17,Adfas,,,,,,,,,,,,,,,,,,1,1,1
J6E_UP,SP,J,J6,J6E,2017,6,7-Jun-17,Empen,,,1,,,,,2,,,,,4,,,,1,,,
J6E_UP,SP,J,J6,J6E,2017,6,7-Jun-17,Gacal,,,,,,,,,,,,,,,,,,,2,1
J6E_UP,SP,J,J6,J6E,2017,6,7-Jun-17,Lofil,,,,,,,1,,,,,,,,,,2,,2,
J6E_UP,SP,J,J6,J6E,2018,5,18-May-18,Adfas,4,3,,1,1,,,,,,,,,,,,,,,
J6E_UP,SP,J,J6,J6E,2018,5,18-May-18,Cemel,,,,,,,,,,,,,,,2,,,,,
J6E_UP,SP,J,J6,J6E,2018,5,18-May-18,Ercal,,,,,,,,,,,,,,,,2,2,,,
J6E_UP,SP,J,J6,J6E,2018,5,18-May-18,Hygla,1,1,,,,,,,,2,,,2,3,1,1,,,,1
J6E_UP,SP,J,J6,J6E,2018,5,18-May-18,Lofil,,,,,,,1,,2,2,,2,1,,,,,,1,2
J6E_UP,SP,J,J6,J6E,2018,5,18-May-18,Logal,,,,1,,,,1,,,1,,,,,2,,,,
J6E_UP,SP,J,J6,J6E,2018,5,18-May-18,Tobar,,,,,,,,,,,,2,,,,,,,,
K1A_LW,FA,K,K1,K1A,2017,6,30-Jun-17,Acann,,,,,,3,,,,,,,,,,,,,,
K1A_LW,FA,K,K1,K1A,2017,6,30-Jun-17,Adfas,1,1,,,2,,,,,1,1,,5,4,11,3,,3,4,3
K1A_LW,FA,K,K1,K1A,2017,6,30-Jun-17,Cecun,,,,,,,1,,,,,,,,,,,,,
K1A_LW,FA,K,K1,K1A,2017,6,30-Jun-17,Empen,,,,1,,,,,,,,4,,2,,,6,,10,
K1A_LW,FA,K,K1,K1A,2018,5,18-May-18,Acbra,,,,,,,2,,,,,,,,,,,,,1
K1A_LW,FA,K,K1,K1A,2018,5,18-May-18,Acpar,,,,1,,1,1,1,1,1,,,,,,2,1,,,1
K1A_LW,FA,K,K1,K1A,2018,5,18-May-18,Adfas,1,2,3,7,4,5,8,4,6,4,,1,1,3,7,1,1,,5,1
K1A_LW,FA,K,K1,K1A,2018,5,18-May-18,Cecun,,,,,,,,1,,,,,,,,,,,,
K1A_MI,FA,K,K1,K1A,2017,6,30-Jun-17,Acann,1,,,,,,2,,,,,,3,,2,,,,,
K1A_MI,FA,K,K1,K1A,2017,6,30-Jun-17,Adfas,3,4,4,3,5,5,7,3,4,4,1,4,5,3,4,1,,2,2,6
K1A_MI,FA,K,K1,K1A,2017,6,30-Jun-17,Cecun,,,,,,2,,,1,,,,,,,,,1,,
K1A_MI,FA,K,K1,K1A,2018,5,18-May-18,Acbra,1,,1,,,,,2,1,,1,,1,,,1,,,,
K1A_MI,FA,K,K1,K1A,2018,5,18-May-18,Acpar,1,1,1,,,,2,,,1,,,,1,2,,1,,,
K1A_MI,FA,K,K1,K1A,2018,5,18-May-18,Adfas,,11,7,7,8,7,1,3,5,6,3,1,7,6,3,2,6,3,6,3
K1A_MI,FA,K,K1,K1A,2018,5,18-May-18,Cecun,,,,,,,,,1,2,,,,,,,,,,
K1A_UP,FA,K,K1,K1A,2017,6,30-Jun-17,Acann,,,4,2,,,,,,,,,,,2,,1,1,3,
K1A_UP,FA,K,K1,K1A,2017,6,30-Jun-17,Adfas,,1,6,3,,,,1,1,,,,3,5,3,7,5,5,5,3
K1A_UP,FA,K,K1,K1A,2018,5,18-May-18,Acbra,,,1,,1,,,1,1,2,,,2,2,,1,1,1,,
K1A_UP,FA,K,K1,K1A,2018,5,18-May-18,Acpar,,,,,,1,1,,,,,,,,,3,,,,
K1A_UP,FA,K,K1,K1A,2018,5,18-May-18,Adfas,3,1,,,2,6,2,7,2,,8,1,3,4,,3,3,4,8,4
K1B_LW,FA,K,K1,K1B,2017,6,30-Jun-17,Adfas,5,1,,5,4,,,,,5,,,,3,4,,1,4,2,4
